          0         1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70
20  0.034451  0.026636 -0.010924  0.014589  0.020937  0.047003  0.022460  0.009469  0.011135 -0.006594 -0.025801  0.025974  0.010701  0.010989  0.067352  0.033482  0.073011  0.249066  0.116752  0.163481  1.000000  0.087747  0.135904  0.156640  0.133387  0.092243  0.162851  0.066537  0.033106  0.073474  0.248959  0.115713  0.161998  0.999149  0.087608  0.135682  0.156833  0.133644  0.090888  0.162768  0.037350  0.003951 -0.017062 -0.032023 -0.029813 -0.005420  0.026533  0.025516  0.028971  0.001363  0.005830  0.017717  0.009445 -0.003552 -0.009212 -0.021031 -0.033357 -0.013915 -0.026723 -0.010650 -0.017047  0.021792 -0.021037 -0.002030 -0.030945 -0.023463 -0.030795 -0.035689  0.018358  0.004841 -0.029163
21  0.089983  0.084232  0.060125  0.100687  0.044293  0.104420  0.066600  0.068734  0.072247  0.049435  0.048026  0.087725  0.068848  0.051475  0.105692  0.031746  0.066055  0.059426  0.092295  0.126141  0.087747  1.000000  0.125991  0.094745  0.124967  0.099132  0.106266  0.103461  0.030564  0.062862  0.058109  0.089106  0.122029  0.085006  0.999565  0.124494  0.092060  0.120850  0.092959  0.104634  0.037110  0.082364  0.061634  0.085075  0.080738  0.045674  0.081738  0.041589  0.082860  0.023750  0.079314  0.092911  0.069530  0.009541  0.009664  0.034298  0.027760  0.038920  0.033191  0.012885  0.054102  0.044077  0.044448  0.021146  0.032969  0.034346  0.044983  0.011800  0.099764  0.105900  0.046690
22  0.028931  0.028419 -0.013526  0.044280 -0.001623  0.058726 -0.003754 -0.036934  0.013905 -0.047836 -0.044540  0.020888 -0.028216 -0.031782  0.102696  0.083362  0.157613  0.107863  0.119575  0.161517  0.135904  0.125991  1.000000  0.169164  0.545088  0.110052  0.098027  0.102080  0.082954  0.158092  0.107312  0.120479  0.159516  0.136069  0.127284  0.999783  0.171508  0.542462  0.109232  0.098862  0.096476  0.016646  0.001139 -0.018910 -0.029488  0.055580  0.033288  0.050036  0.012280  0.011801 -0.016577  0.015405  0.007557 -0.011814  0.060967  0.000017  0.023154  0.023092  0.037892  0.025986  0.024743  0.037196  0.006903  0.008835 -0.011042  0.058203 -0.000540 -0.004054 -0.003367  0.021643  0.029271
23  0.040457  0.055422  0.026516  0.061833 -0.061900  0.130029  0.014205 -0.056082  0.057467  0.007642 -0.083980  0.062050  0.067347  0.016701  0.146092  0.066790  0.191584  0.093166  0.123767  0.202233  0.156640  0.094745  0.169164  1.000000  0.303585  0.157874  0.191549  0.145233  0.066007  0.189951  0.092377  0.129843  0.197269  0.156066  0.096553  0.167978  0.998625  0.305695  0.154168  0.190054 -0.005714 -0.065479 -0.086303 -0.087140 -0.113905 -0.067291 -0.029907 -0.012081 -0.039113 -0.088553 -0.062888 -0.081488 -0.065170 -0.069083 -0.080694 -0.129372 -0.135359 -0.122225 -0.102653 -0.088459 -0.142939 -0.043643 -0.051415 -0.135108 -0.097607 -0.059046 -0.082862 -0.137049  0.031336 -0.110669 -0.158018
24  0.007523  0.055059 -0.032697  0.065541 -0.065344  0.093203 -0.045682 -0.080490  0.028756 -0.085847 -0.131816  0.038059  0.024270 -0.025085  0.171118  0.077089  0.248067  0.105001  0.151938  0.259173  0.133387  0.124967  0.545088  0.303585  1.000000  0.336977  0.201744  0.171169  0.076309  0.249411  0.104167  0.158489  0.256008  0.135281  0.127546  0.544528  0.307791  0.998208  0.336511  0.201361  0.042310 -0.060851 -0.073974 -0.094783 -0.119403 -0.063178 -0.040607 -0.047264 -0.038492 -0.053269 -0.071541 -0.084137 -0.099971 -0.110152 -0.037091 -0.128968 -0.120459 -0.101951 -0.082544 -0.061616 -0.110710 -0.001388 -0.062021 -0.121763 -0.089207 -0.023496 -0.125818 -0.133733 -0.019486 -0.116574 -0.136930
25  0.109397  0.092306  0.107053  0.125441  0.083534  0.111506  0.093554  0.074440  0.108721  0.057386  0.033305  0.134201  0.090681  0.058253  0.102120  0.032859  0.116741  0.189115  0.131779  0.236476  0.092243  0.099132  0.110052  0.157874  0.336977  1.000000  0.217752  0.099369  0.031565  0.111058  0.187515  0.125493  0.232436  0.088390  0.097090  0.107792  0.154711  0.331681  0.996941  0.215693  0.026472  0.018911 -0.017275  0.033138 -0.028975 -0.008155  0.002438 -0.009143  0.025463  0.052462 -0.008438  0.009363 -0.007355 -0.047178 -0.037334 -0.060526 -0.037837 -0.030075 -0.054121 -0.009473 -0.043228  0.023160  0.000189 -0.051938 -0.035362 -0.004501 -0.063253 -0.079852  0.128360  0.003331 -0.058073
26  0.056938  0.044533  0.036737  0.074450  0.038947  0.035955  0.119868  0.075473  0.065857  0.016980  0.022912  0.090800  0.058557  0.042542  0.248097  0.046157  0.101184  0.147069  0.042213  0.267414  0.162851  0.106266  0.098027  0.191549  0.201744  0.217752  1.000000  0.246951  0.045529  0.099149  0.146131  0.039159  0.266769  0.157918  0.104206  0.096661  0.190472  0.198394  0.212229  0.999675 -0.000327  0.030797 -0.009956 -0.002600 -0.021792  0.037392  0.050608  0.065448  0.066633  0.023362  0.016514  0.034579  0.047377 -0.023545 -0.044275  0.000006  0.010570  0.026204  0.003654  0.017655  0.019200  0.058028  0.018058  0.027583  0.011165  0.029182 -0.031245 -0.061688  0.078451  0.033858  0.004595
27  0.041991  0.095409  0.057262  0.061966 -0.005075  0.079734  0.021563  0.011135  0.058833  0.008647 -0.023092  0.062550  0.054808  0.027828  0.999650  0.037425  0.123826  0.144770  0.115733  0.226599  0.066537  0.103461  0.102080  0.145233  0.171169  0.099369  0.246951  1.000000  0.036087  0.120701  0.143997  0.116908  0.223908  0.065652  0.103297  0.100860  0.144639  0.170894  0.095184  0.245841  0.021586 -0.010217 -0.027894 -0.010096 -0.020691 -0.018993  0.002005 -0.018732 -0.018002 -0.017276 -0.022790 -0.001302 -0.015254 -0.044003 -0.043331 -0.037717 -0.058054 -0.038077 -0.041687 -0.031930 -0.047391  0.009930 -0.029662 -0.049891 -0.027819 -0.014822 -0.034438 -0.048997  0.054254 -0.026061 -0.056246
28 -0.003090 -0.016483 -0.027254  0.011071  0.020330  0.031583 -0.012814 -0.024201  0.010660 -0.009297 -0.020552 -0.003487  0.005492 -0.004329  0.035952  0.999902  0.077663  0.047586  0.064590  0.087858  0.033106  0.030564  0.082954  0.066007  0.076309  0.031565  0.045529  0.036087  1.000000  0.078961  0.047456  0.063269  0.086785  0.033637  0.031328  0.082738  0.066430  0.076806  0.032077  0.045442  0.014441  0.010303  0.013546 -0.017427 -0.005921  0.100194  0.010723  0.020003  0.041224 -0.005710 -0.013109  0.000537  0.006831  0.008824  0.026643  0.018063  0.011710  0.002872  0.039846  0.088534  0.020952  0.093412  0.072020  0.009310  0.015399  0.028380  0.033838  0.001032 -0.005067  0.019132  0.041245
29 -0.009041  0.029402 -0.052611  0.020446 -0.028233  0.055940 -0.053647 -0.074643  0.002669 -0.061816 -0.095957 -0.018950 -0.018842 -0.024817  0.120285  0.079383  0.998669  0.052003  0.157398  0.155283  0.073474  0.062862  0.158092  0.189951  0.249411  0.111058  0.099149  0.120701  0.078961  1.000000  0.051750  0.160817  0.153382  0.075693  0.065168  0.158048  0.193007  0.252772  0.113388  0.099746 -0.043651 -0.076009 -0.049312 -0.099202 -0.101644 -0.088219 -0.073899 -0.009710 -0.055478 -0.083431 -0.045475 -0.035448 -0.084744 -0.071996 -0.053838 -0.114535 -0.099766 -0.108069 -0.061513 -0.046460 -0.117785 -0.028616 -0.012563 -0.119302 -0.068965  0.003317 -0.106293 -0.099478 -0.036139 -0.113895 -0.119320
30 -0.010960 -0.010044 -0.019513  0.019664  0.015451  0.002596 -0.005349  0.027431  0.005860 -0.018542 -0.009760 -0.004248 -0.013851 -0.010451  0.143496  0.047322  0.050814  0.999912  0.068741  0.168367  0.248959  0.058109  0.107312  0.092377  0.104167  0.187515  0.146131  0.143997  0.047456  0.051750  1.000000  0.067863  0.168833  0.249199  0.057391  0.107198  0.093260  0.103741  0.189261  0.146655  0.018269  0.027874 -0.005901  0.006616  0.017030  0.034494  0.030014  0.052328  0.041942  0.023649  0.032537  0.043133  0.006910 -0.020439  0.019354  0.036677  0.041874  0.046458  0.018841  0.035964  0.041836  0.032090  0.042578  0.019846  0.042867  0.027217 -0.003344  0.010766 -0.003960  0.034570  0.042873
31  0.136795  0.071396  0.113926  0.106468  0.032636  0.126421  0.009933  0.017892  0.081379  0.077992  0.049648  0.115829  0.086617  0.073588  0.120358  0.064275  0.166924  0.069253  0.996401  0.177960  0.115713  0.089106  0.120479  0.129843  0.158489  0.125493  0.039159  0.116908  0.063269  0.160817  0.067863  1.000000  0.173069  0.115312  0.088719  0.118791  0.125627  0.153947  0.117302  0.036994  0.025258  0.022689 -0.007187  0.014739 -0.020082 -0.028188 -0.015491 -0.002083 -0.028686 -0.019298  0.015763  0.020427 -0.030512 -0.027977  0.000997 -0.022627 -0.056307 -0.058718 -0.045118 -0.022370 -0.067875  0.002623 -0.005288 -0.082230 -0.012811 -0.001472 -0.033936 -0.031268  0.111016 -0.010212 -0.052251
32  0.092170  0.085385  0.058896  0.058934  0.039674  0.057429  0.001044  0.014137  0.085693  0.027979 -0.008727  0.134494  0.072001  0.017380  0.226020  0.087991  0.156637  0.169557  0.175332  0.999062  0.161998  0.122029  0.159516  0.197269  0.256008  0.232436  0.266769  0.223908  0.086785  0.153382  0.168833  0.173069  1.000000  0.161967  0.121806  0.157741  0.195609  0.254038  0.223577  0.265243  0.022203 -0.007721 -0.062719 -0.058466 -0.063236 -0.008041 -0.038144 -0.028966 -0.001070 -0.019251 -0.016701 -0.004340  0.002009 -0.058063 -0.020487 -0.045678 -0.059660 -0.045291 -0.053215 -0.027288 -0.068611 -0.005533 -0.036996 -0.054880 -0.038301 -0.009806 -0.041742 -0.073554  0.073958 -0.046426 -0.066670
33  0.017291  0.011344 -0.027826 -0.003742 -0.000943  0.031077 -0.018795 -0.013819 -0.006268 -0.024160 -0.046835  0.009399 -0.006046 -0.004223  0.066014  0.033800  0.074360  0.249062  0.114498  0.162759  0.999149  0.085006  0.136069  0.156066  0.135281  0.088390  0.157918  0.065652  0.033637  0.075693  0.249199  0.115312  0.161967  1.000000  0.085550  0.136210  0.157180  0.136790  0.088314  0.158257  0.030135 -0.006159 -0.025875 -0.042443 -0.040008 -0.015068  0.016434  0.010317  0.017155 -0.009156 -0.003314  0.005839  0.000408 -0.014968 -0.011411 -0.027910 -0.040758 -0.020420 -0.032225 -0.016977 -0.025030  0.014069 -0.027207 -0.009963 -0.034453 -0.028207 -0.035752 -0.043079 -0.009459 -0.012736 -0.038312
34  0.077878  0.073191  0.048337  0.086756  0.028134  0.093284  0.050025  0.039292  0.059699  0.036341  0.031311  0.076042  0.056860  0.039419  0.105207  0.032356  0.067756  0.058523  0.090540  0.125435  0.087608  0.999565  0.127284  0.096553  0.127546  0.097090  0.104206  0.103297  0.031328  0.065168  0.057391  0.088719  0.121806  0.085550  1.000000  0.126048  0.094554  0.124412  0.091823  0.102876  0.031388  0.075128  0.055553  0.077952  0.071839  0.038043  0.074324  0.034102  0.071343  0.016343  0.072024  0.084420  0.063434  0.001711  0.007406  0.029313  0.022882  0.034113  0.029132  0.008160  0.048358  0.038731  0.037997  0.015094  0.029378  0.030612  0.040649  0.006476  0.079520  0.093092  0.039652
35  0.019357  0.017366 -0.023355  0.034287 -0.009392  0.048777 -0.012551 -0.045873 -0.006946 -0.059007 -0.053911  0.010807 -0.038186 -0.040391  0.101225  0.082992  0.157061  0.107615  0.117238  0.159316  0.135682  0.124494  0.999783  0.167978  0.544528  0.107792  0.096661  0.100860  0.082738  0.158048  0.107198  0.118791  0.157741  0.136210  0.126048  1.000000  0.170909  0.542473  0.107751  0.097748  0.092541  0.012813 -0.003774 -0.024128 -0.033671  0.052915  0.028720  0.047078  0.009335  0.004163 -0.021742  0.011223  0.004516 -0.015717  0.060583 -0.001480  0.021270  0.020626  0.037594  0.024826  0.022504  0.035816  0.005468  0.006084 -0.012695  0.057495 -0.001289 -0.005627 -0.017998  0.014325  0.027042
